route_a,a_route_short_name,a_route_long_name,route_b,b_route_short_name,b_route_long_name,overlap_metric,overlap_value,shared_stops,route_a_stops,route_b_stops
LTFRB_PUB1133,,"Baclaran - SM Fairview via Lagro, Ayala",LTFRB_PUB1149,,FTI - SM Fairview via Lagro Commonwealth,jaccard,0.6153846153846154,88,116,115
LTFRB_PUJ1071,,"Baclaran - Blumentritt via L. Guinto, Quiapo",LTFRB_PUJ1072,,"Baclaran - Blumentritt via L. Guinto, Quiapo",jaccard,0.6153846153846154,32,42,42
LTFRB_PUJ1328,,"MCU - Vito Cruz via Rizal Ave., Taft Ave.",LTFRB_PUJ1462,,"MCU - Pasay Rotonda via Rizal Ave., Taft Ave.",jaccard,0.6153846153846154,40,51,54
LTFRB_PUJ2073,,BACLARAN - SUCAT SSH via NINOY AQUINO AVE,LTFRB_PUJ2090,,BACLARAN - ALABANG via N AQUINO AVE,jaccard,0.6153846153846154,40,47,58
LTFRB_PUB1061,,Alabang Monumento via EDSA,LTFRB_PUB1084,,Monumento NAIA via EDSA Coastal Rd,jaccard,0.6153846153846154,72,101,88
LTFRB_PUJ2307,,Boni Pinatubo Kalentong JRU,LTFRB_PUJ2308,,Boni Pinatubo Kalentong JRU,jaccard,0.6153846153846154,8,11,10
LTFRB_PUB1016,,Ayala Grotto (SJDM) via Leveriza,LTFRB_PUB1152,,"FTI - Tungko, SJDM via Lagro, C'wealth Ave EDSA",jaccard,0.6153846153846154,104,131,142
LTFRB_PUJ2049,,BLUMENTRITT - PASAY RTDA via MABINI,LTFRB_PUJ2181,,Blumentrit Vito Cruz via L Guinto Sta C,jaccard,0.6153846153846154,24,38,25
LTFRB_PUB1033,,Baclaran Monumento via EDSA,LTFRB_PUB1147,,FTI - Navotas Terminal via EDSA,jaccard,0.6153846153846154,72,79,110
LTFRB_PUJ2400,,QI Kalaw,LTFRB_PUJ2604,,Arroceros Proj 2&3 via Timog Q ave,jaccard,0.6153846153846154,16,18,24
LTFRB_PUJ1682,,PHILCOA - RECTO,LTFRB_PUJ2602,,Arroceros Philcoa via Quezon Ave,jaccard,0.6153846153846154,32,43,41
LTFRB_PUJ2035,,BONI - KALENTONG,LTFRB_PUJ2307,,Boni Pinatubo Kalentong JRU,jaccard,0.6153846153846154,8,10,11
LTFRB_PUB1039,,Baclaran SJDM via Commonwealth EDSA,LTFRB_PUB1173,,Norzgry / Spalay-NAIA / Baclrn Via Comm Fairv Ed,jaccard,0.6153846153846154,144,190,188
LTFRB_PUJ1370,,Guadalupe (ABC) - FTI via J.P. Rizal Extension,LTFRB_PUJ2217,,Guadalupe FTI v JP Rizal,jaccard,0.6153846153846154,24,38,25
LTFRB_PUJ1315,,"EDSA/Shaw Central - Morong via Binangonan, Cardona",LTFRB_PUJ2488,,Binangonan-EDSA Shaw via Angono,jaccard,0.6146788990825688,67,103,73
LTFRB_PUB1161,,Lagro - NAIA via Fairview,LTFRB_PUB1173,,Norzgry / Spalay-NAIA / Baclrn Via Comm Fairv Ed,jaccard,0.6145833333333334,118,122,188
LTFRB_PUB1139,,"Bagong Silang - NAIA via Maligaya Park, EDSA",LTFRB_PUB1162,,Lagro - NAIA via Fairview,jaccard,0.6144578313253012,102,149,119
LTFRB_PUJ1672,,PIER-MALANDAY,LTFRB_PUJ2332,,Karuhatan Sta Cruz via Fuentes,jaccard,0.6144578313253012,51,80,54
LTFRB_PUJ1594,,T.M. Kalaw - Balara via Katipunan,LTFRB_PUJ1941,,FAIRVIEW - QUIAPO,jaccard,0.6144578313253012,51,52,82
LTFRB_PUB1102,,Alabang-SM Fairview via Lagro Commonwealth,LTFRB_PUB1132,,Baclaran - SM Fairview via Lagro C'wealth,jaccard,0.6143790849673203,94,130,117
LTFRB_PUB1071,,Ayala Lagro via EDSA,LTFRB_PUB1160,,"Grotto - NAIA via EDSA, Ayala, Buendia Extn",jaccard,0.6143790849673203,94,97,150
LTFRB_PUB1031,,Baclaran Malanday via EDSA,LTFRB_PUB1083,,Malanday Sucat via EDSA,jaccard,0.6142857142857143,86,111,115
LTFRB_PUJ1560,,Proj. 8 - T.M. Kalaw via Quezon Ave.,LTFRB_PUJ2608,,Arroceros Proj 7 via Espana,jaccard,0.6142857142857143,43,70,43
LTFRB_PUJ2465,,Angono-Pasig,LTFRB_PUJ2586,,Pasig-Taytay,jaccard,0.6142857142857143,43,66,47
LTFRB_PUB1062,,Alabang Monumento via EDSA,LTFRB_PUB1083,,Malanday Sucat via EDSA,jaccard,0.6141732283464567,78,90,115
LTFRB_PUJ2127,,ALABANG - LAS PINAS,LTFRB_PUJ2456,,Alabang Baclaran via Coastal,jaccard,0.6140350877192983,35,40,52
LTFRB_PUJ1660,,T.M. Kalaw - West Ave. via Quiapo,LTFRB_PUJ2398,,Proj 6 Recto via Espana QAve,jaccard,0.6140350877192983,35,46,46
LTFRB_PUJ1230,,"Cubao - Remedios via Quiapo, L. Guinto",LTFRB_PUJ1538,,Pier South - Proj. 4 via Espana,jaccard,0.6140350877192983,35,45,47
LTFRB_PUJ1538,,Pier South - Proj. 4 via Espana,LTFRB_PUJ1759,,CUBAO-TM KALAW,jaccard,0.6140350877192983,35,47,45
LTFRB_PUJ1500,,Novaliches - Tala via Quirino,LTFRB_PUJ2269,,TALA NOVALICHES via QUIRINO AVENUE,jaccard,0.6140350877192983,35,56,36
LTFRB_PUJ1040,,Alabang - Zapote (Las Piñas),LTFRB_PUJ2456,,Alabang Baclaran via Coastal,jaccard,0.6140350877192983,35,40,52
LTFRB_PUJ1876,,NOVA-TALA,LTFRB_PUJ2270,,TALA NOVALICHES via QUIRINO AVENUE,jaccard,0.6140350877192983,35,54,38
LTFRB_PUJ1500,,Novaliches - Tala via Quirino,LTFRB_PUJ2145,,NOVA-PANGARAP VILL,jaccard,0.6140350877192983,35,56,36
LTFRB_PUB1020,,Ayala Monumento via EDSA,LTFRB_PUB1030,,Baclaran Malabon (Letre) via EDSA,jaccard,0.6138613861386139,62,65,98
LTFRB_PUB1071,,Ayala Lagro via EDSA,LTFRB_PUB1151,,"FTI - Tungko, SJDM via Lagro, C'wealth Ave EDSA",jaccard,0.6137931034482759,89,97,137
LTFRB_PUB1040,,Baclaran SJDM via Commonwealth EDSA,LTFRB_PUB1174,,Norzgry / Spalay-NAIA / Baclrn Via Comm Fairv Ed,jaccard,0.6137339055793991,143,173,203
LTFRB_PUJ1086,,Baclaran - P. Campa via L. Guinto,LTFRB_PUJ1165,,"Blumentritt - Libertad via Quiapo, L. Guinto",jaccard,0.6136363636363636,27,35,36
LTFRB_PUJ2125,,ALABANG - MUNTINLUPA,LTFRB_PUJ2458,,Alabang Binan via National Road,jaccard,0.6136363636363636,27,29,42
LTFRB_PUJ2129,,ALABANG - LANGGAM SAN PEDRO,LTFRB_PUJ2459,,Alabang Binan via National Road,jaccard,0.6136363636363636,27,27,44
LTFRB_PUJ1833,,ALABANG - MUNTINLUPA,LTFRB_PUJ2458,,Alabang Binan via National Road,jaccard,0.6136363636363636,27,29,42
LTFRB_PUJ2100,,ARROCEROS - PROJ 2&3 via ESPANA E RODRIGUEZ,LTFRB_PUJ2253,,PROJ 2&3 ESPANA,jaccard,0.6136363636363636,27,43,28
LTFRB_PUJ2130,,ALABANG - LANGGAM SAN PEDRO,LTFRB_PUJ2459,,Alabang Binan via National Road,jaccard,0.6136363636363636,27,27,44
LTFRB_PUJ1054,,Anonas/Aurora - Lagro via Don Mariano Marcos Ave.,LTFRB_PUJ1734,,LAGRO-CUBAO,jaccard,0.6136363636363636,54,70,72
LTFRB_PUJ1053,,Anonas/Aurora - Lagro via Don Mariano Marcos Ave.,LTFRB_PUJ1735,,LAGRO-CUBAO,jaccard,0.6136363636363636,54,67,75
LTFRB_PUB1059,,Taguig City Navotas,LTFRB_PUB1148,,FTI - Navotas Terminal via EDSA,jaccard,0.6136363636363636,81,106,107
LTFRB_PUJ1226,,Cubao - Pier South via Espana,LTFRB_PUJ1232,,Cubao - Recto via Espana,jaccard,0.6136363636363636,27,41,30
LTFRB_PUB1093,,"Alabang - Malanday via EDSA, McArthur",LTFRB_PUB1095,,Alabang - Navotas Terminal via EDSA,jaccard,0.6134969325153374,100,143,120
LTFRB_PUJ2261,,QUIRINO HIGHWAY ZABARTE PANAY AVENUE,LTFRB_PUJ2320,,Ever Gotesco Almar Subd,jaccard,0.6133333333333333,46,69,52
LTFRB_PUB1032,,Baclaran Malanday via EDSA,LTFRB_PUB1170,,NAIA - Malanday via EDSA,jaccard,0.6133333333333333,92,127,115
LTFRB_PUJ1543,,"Pier South - Proj. 7 via Espana, Roosevelt",LTFRB_PUJ1610,,proj. 8 - Quiapo,jaccard,0.6133333333333333,46,58,63
LTFRB_PUJ1234,,Cubao - Lagro via Kalayaan,LTFRB_PUJ1985,,CUBAO KALAYAAN - FAIRVIEW,jaccard,0.6133333333333333,46,71,50
LTFRB_PUB1152,,"FTI - Tungko, SJDM via Lagro, C'wealth Ave EDSA",LTFRB_PUB1160,,"Grotto - NAIA via EDSA, Ayala, Buendia Extn",jaccard,0.6132596685082873,111,142,150
LTFRB_PUJ1648,,Silang - Zapote (Las Pinas),LTFRB_PUJ2443,,Treze Martirez Zapote (Las Pinas),jaccard,0.6132075471698113,65,96,75
LTFRB_PUJ1649,,Silang - Zapote (Las Pinas),LTFRB_PUJ2443,,Treze Martirez Zapote (Las Pinas),jaccard,0.6132075471698113,65,96,75
LTFRB_PUB1046,,Leveriza Monumento,LTFRB_PUB1085,,Monumento NAIA via EDSA Coastal Rd,jaccard,0.6132075471698113,65,79,92
LTFRB_PUB1017,,Ayala Malabon via EDSA,LTFRB_PUB1124,,Baclaran-Navotas Terminal via EDSA,jaccard,0.6132075471698113,65,85,86
LTFRB_PUB1041,,Baclaran SM Fairview via Lagro,LTFRB_PUB1195,,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,jaccard,0.6131386861313869,84,114,107
LTFRB_PUJ1804,,LAGRO - RIZAL AVE via A. BONIFACIO,LTFRB_PUJ2297,,Balintawak Novaliches via Quirino highway,jaccard,0.6129032258064516,38,62,38
LTFRB_PUJ1271,,"Divisoria - Murphy via Legarda, Aurora Blvd.",LTFRB_PUJ2271,,YALE CM RECTO,jaccard,0.6129032258064516,19,30,20
LTFRB_PUJ1266,,Divisoria - Magpajo via A. Mabini,LTFRB_PUJ1282,,Divisoria - Sangandaan via Maypajo,jaccard,0.6129032258064516,19,19,31
LTFRB_PUJ1235,,Cubao - Lagro via Kalayaan,LTFRB_PUJ1983,,CUBAO KALAYAAN - SM LAGRO,jaccard,0.6129032258064516,57,74,76
LTFRB_PUB1032,,Baclaran Malanday via EDSA,LTFRB_PUB1079,,Malanday MIA via Pasay Rtda MOA Coastal Road,jaccard,0.6129032258064516,95,127,123
LTFRB_PUJ1084,,Baclaran - Moonwalk via Quirino,LTFRB_PUJ2456,,Alabang Baclaran via Coastal,jaccard,0.6129032258064516,38,48,52
LTFRB_PUB1163,,"Malanday - Muntinlupa via Edsa, Monumento",LTFRB_PUB1169,,NAIA - Malanday via EDSA,jaccard,0.6129032258064516,95,138,112
LTFRB_PUJ2099,,ARROCEROS - PROJ 2&3 via ESPANA E RODRIGUEZ,LTFRB_PUJ2141,,PROJ 2&3-VITO CRUZ MABINI,jaccard,0.6129032258064516,38,40,60
LTFRB_PUJ1538,,Pier South - Proj. 4 via Espana,LTFRB_PUJ1988,,CUBAO - V CRUZ,jaccard,0.6129032258064516,38,47,53
LTFRB_PUJ1983,,CUBAO KALAYAAN - SM LAGRO,LTFRB_PUJ2015,,CAMARIN - QMC PHILCOA,jaccard,0.6129032258064516,57,76,74
LTFRB_PUB1161,,Lagro - NAIA via Fairview,LTFRB_PUB1195,,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,jaccard,0.6126760563380281,87,122,107
LTFRB_PUB1090,,NAIA SM Fairview,LTFRB_PUB1133,,"Baclaran - SM Fairview via Lagro, Ayala",jaccard,0.6126760563380281,87,113,116
LTFRB_PUJ1156,,Binangonan - Pasig (TP),LTFRB_PUJ1315,,"EDSA/Shaw Central - Morong via Binangonan, Cardona",jaccard,0.6126760563380281,87,126,103
LTFRB_PUB1019,,Ayala Monumento via EDSA,LTFRB_PUB1031,,Baclaran Malanday via EDSA,jaccard,0.6126126126126126,68,68,111
LTFRB_PUB1112,,Baclaran - Grotto via Commonwealth Ave,LTFRB_PUB1118,,Baclaran-BgSilang via Edsa Commonwealth,jaccard,0.6123595505617978,109,149,138
LTFRB_PUJ1538,,Pier South - Proj. 4 via Espana,LTFRB_PUJ2106,,ARROCEROS - CUBAO YALE,jaccard,0.6122448979591837,30,47,32
LTFRB_PUJ1171,,"Blumentritt - Libertad via Sta. Cruz, Mabini",LTFRB_PUJ1178,,"Blumentritt - Pasay RTDA. via Sta. Cruz, Mabini",jaccard,0.6122448979591837,30,36,43
LTFRB_PUB1082,,Malanday Sucat via EDSA,LTFRB_PUB1169,,NAIA - Malanday via EDSA,jaccard,0.6122448979591837,90,125,112
LTFRB_PUJ1091,,"Baclaran - Retiro via L. Guinto, Quiapo",LTFRB_PUJ1246,,Dapitan - Pasay RTDA. Via L. Guinto,jaccard,0.6122448979591837,30,41,38
LTFRB_PUJ1071,,"Baclaran - Blumentritt via L. Guinto, Quiapo",LTFRB_PUJ2048,,BLUMENTRITT - PASAY RTDA via QUIAPO,jaccard,0.6122448979591837,30,42,37
LTFRB_PUJ1331,,"Escolta - Monumento via G. del Mundo, Dasmarinas, Nueva",LTFRB_PUJ1333,,Monumento - Pier South via Rizal Ave.,jaccard,0.6122448979591837,30,33,46
LTFRB_PUJ1538,,Pier South - Proj. 4 via Espana,LTFRB_PUJ2105,,ARROCEROS - CUBAO YALE,jaccard,0.6122448979591837,30,47,32
LTFRB_PUJ1086,,Baclaran - P. Campa via L. Guinto,LTFRB_PUJ1247,,Dapitan - Pasay RTDA. Via L. Guinto,jaccard,0.6122448979591837,30,35,44
LTFRB_PUB1045,,Leveriza Monumento,LTFRB_PUB1073,,Ayala Malanday via EDSA,jaccard,0.6120689655172413,71,82,105
LTFRB_PUJ1823,,NOVALICHES - RIZAL AVE. via BANAL,LTFRB_PUJ2171,,Balintawak De la Costa,jaccard,0.6119402985074627,41,62,46
LTFRB_PUJ1140,,Balintawak - Novaliches via Quirino Hi-way,LTFRB_PUJ1789,,NOVALICHES - RIZAL AVE. via BANAL,jaccard,0.6119402985074627,41,47,61
LTFRB_PUJ1140,,Balintawak - Novaliches via Quirino Hi-way,LTFRB_PUJ2054,,BLUMENTRITT - NOVALICHES,jaccard,0.6119402985074627,41,47,61
LTFRB_PUJ1788,,NOVALICHES - RIZAL AVE. via BANAL,LTFRB_PUJ2170,,Balintawak Blumentritt via Bonifacio,jaccard,0.6119402985074627,41,63,45
LTFRB_PUJ1989,,CUBAO - V CRUZ,LTFRB_PUJ1995,,CUBAO - REMEDIOS,jaccard,0.6119402985074627,41,58,50
LTFRB_PUJ2228,,Lagro Panay welcome,LTFRB_PUJ2229,,Lagro Philcoa,jaccard,0.6119402985074627,41,67,41
LTFRB_PUB1160,,"Grotto - NAIA via EDSA, Ayala, Buendia Extn",LTFRB_PUB1174,,Norzgry / Spalay-NAIA / Baclrn Via Comm Fairv Ed,jaccard,0.6118721461187214,134,150,203
LTFRB_PUB1067,,Ayala Fairview via EDSA,LTFRB_PUB1112,,Baclaran - Grotto via Commonwealth Ave,jaccard,0.6118421052631579,93,96,149
LTFRB_PUB1074,,Ayala Malanday via EDSA,LTFRB_PUB1093,,"Alabang - Malanday via EDSA, McArthur",jaccard,0.6118421052631579,93,102,143
LTFRB_PUJ1604,,Camarin-Trinoma,LTFRB_PUJ1736,,LAGRO-CITY HALL,jaccard,0.611764705882353,52,84,53
LTFRB_PUJ1394,,Lagro - Panay Ave. via Quezon Ave.,LTFRB_PUJ2228,,Lagro Panay welcome,jaccard,0.611764705882353,52,70,67
LTFRB_PUJ1396,,Lagro - Welcome Rotonda via Quezon Ave.,LTFRB_PUJ2232,,Lagro SM North,jaccard,0.611764705882353,52,83,54
LTFRB_PUB1119,,Alabang - Navotas Terminal via EDSA,LTFRB_PUB1124,,Baclaran-Navotas Terminal via EDSA,jaccard,0.6115702479338843,74,109,86
LTFRB_PUB1045,,Leveriza Monumento,LTFRB_PUB1127,,Baclaran-Navotas Terminal via Edsa Ayala,jaccard,0.6115702479338843,74,82,113
LTFRB_PUB1004,,Alabang Fairview,LTFRB_PUB1068,,Ayala Fairview via EDSA,jaccard,0.6115702479338843,74,117,78
LTFRB_PUB1067,,Ayala Fairview via EDSA,LTFRB_PUB1196,,Taguig - SM Fairview via Lagro Ayala Buendia EDSA,jaccard,0.6115702479338843,74,96,99
LTFRB_PUB1009,,Alabang Malabon (Letre) via EDSA,LTFRB_PUB1126,,Baclaran-Navotas Terminal via Edsa Ayala,jaccard,0.6115107913669064,85,118,106
LTFRB_PUB1118,,Baclaran-BgSilang via Edsa Commonwealth,LTFRB_PUB1149,,FTI - SM Fairview via Lagro Commonwealth,jaccard,0.6114649681528662,96,138,115
LTFRB_PUB1118,,Baclaran-BgSilang via Edsa Commonwealth,LTFRB_PUB1158,,"Grotto - NAIA via EDSA, Fairview",jaccard,0.6114285714285714,107,138,144
LTFRB_PUJ1394,,Lagro - Panay Ave. via Quezon Ave.,LTFRB_PUJ1735,,LAGRO-CUBAO,jaccard,0.6111111111111112,55,70,75
LTFRB_PUB1032,,Baclaran Malanday via EDSA,LTFRB_PUB1073,,Ayala Malanday via EDSA,jaccard,0.6111111111111112,88,127,105
LTFRB_PUB1071,,Ayala Lagro via EDSA,LTFRB_PUB1150,,FTI - SM Fairview via Lagro Commonwealth,jaccard,0.6111111111111112,77,97,106
LTFRB_PUJ1247,,Dapitan - Pasay RTDA. Via L. Guinto,LTFRB_PUJ2086,,BACLARAN - DAPITAN via TAFT,jaccard,0.6111111111111112,33,44,43
LTFRB_PUJ1274,,Divisoria - Pasay RTDA. Via L. Guinto,LTFRB_PUJ1275,,Divisoria - Pasay RTDA. Via L. Guinto,jaccard,0.6111111111111112,22,28,30
LTFRB_PUB1023,,Ayala Novaliches via EDSA Buendia,LTFRB_PUB1130,,Baclaran-Nvaliches via EDSA Mind AveAyala,jaccard,0.6111111111111112,77,83,120
LTFRB_PUJ1081,,Baclaran - Divisoria via Mabini,LTFRB_PUJ2081,,BACLARAN - DIVISORIA,jaccard,0.6111111111111112,22,28,30
LTFRB_PUJ1943,,FAIRVIEW - PHILCOA,LTFRB_PUJ2227,,Lagro Don Antonio Heights,jaccard,0.6111111111111112,33,37,50
LTFRB_PUJ1554,,"Proj. 2 & 3 - Q. Mart via Anonas, Kamias",LTFRB_PUJ1865,,PROJ 2&3-QMART,jaccard,0.6111111111111112,11,13,16
LTFRB_PUJ2047,,BLUMENTRITT - PASAY RTDA via QUIAPO,LTFRB_PUJ2524,,Libertad-PCampa,jaccard,0.6111111111111112,22,36,22
LTFRB_PUJ1552,,Proj. 2 & 3 - T. M. Kalaw via E. Rodriguez,LTFRB_PUJ2254,,PROJ 2&3 ESPANA,jaccard,0.6111111111111112,33,48,39
LTFRB_PUB1120,,"Baclaran-Malanday via Edsa, McArthur",LTFRB_PUB1164,,"Malanday - Muntinlupa via Edsa, Monumento",jaccard,0.6111111111111112,99,119,142
LTFRB_PUJ1943,,FAIRVIEW - PHILCOA,LTFRB_PUJ1985,,CUBAO KALAYAAN - FAIRVIEW,jaccard,0.6111111111111112,33,37,50
LTFRB_PUJ1554,,"Proj. 2 & 3 - Q. Mart via Anonas, Kamias",LTFRB_PUJ1555,,"Proj. 2 & 3 - Q. Mart via Anonas, Kamias",jaccard,0.6111111111111112,11,13,16
LTFRB_PUJ1379,,"Jordan Plains - Philcoa via Marcos Ave., Welcome Rotonda",LTFRB_PUJ1869,,PHILCOA - FAIRVIEW DAHLIA,jaccard,0.6111111111111112,33,51,36
LTFRB_PUB1063,,Alabang Navotas,LTFRB_PUB1095,,Alabang - Navotas Terminal via EDSA,jaccard,0.610738255033557,91,120,120
LTFRB_PUB1062,,Alabang Monumento via EDSA,LTFRB_PUB1085,,Monumento NAIA via EDSA Coastal Rd,jaccard,0.6106194690265486,69,90,92
LTFRB_PUJ1506,,"Novaliches (TP) - Bigte (Norzagaray, Bulacan) via Quirino Highway",LTFRB_PUJ2370,,Novaliches Palmera (SJDM),jaccard,0.6105263157894737,58,92,61
LTFRB_PUJ1437,,Malinta - Sta. Maria via McArthur Hi-way,LTFRB_PUJ2537,,Malinta Meycauayan v F De Leon,jaccard,0.6103896103896104,47,77,47
LTFRB_PUJ1910,,MALINTA - STA MARIA,LTFRB_PUJ2537,,Malinta Meycauayan v F De Leon,jaccard,0.6103896103896104,47,77,47
LTFRB_PUB1092,,"Alabang - Malanday via EDSA, McArthur",LTFRB_PUB1164,,"Malanday - Muntinlupa via Edsa, Monumento",jaccard,0.6103896103896104,94,106,142
LTFRB_PUJ1495,,Novaliches TP - Gumaoc - Palmera Subd. (SJDM),LTFRB_PUJ2368,,Novaliches Grotto (SJDM),jaccard,0.6103896103896104,47,69,55
LTFRB_PUJ2392,,Plaridel BBB (Val) via MacArthur Highway,LTFRB_PUJ2535,,Malinta Hagonoy via Meycauayan,jaccard,0.6103896103896104,47,48,76
LTFRB_PUB1126,,Baclaran-Navotas Terminal via Edsa Ayala,LTFRB_PUB1127,,Baclaran-Navotas Terminal via Edsa Ayala,jaccard,0.6102941176470589,83,106,113
LTFRB_PUJ1777,,CUBAO-ARAYAT-FAIRVIEW,LTFRB_PUJ1869,,PHILCOA - FAIRVIEW DAHLIA,jaccard,0.6101694915254238,36,59,36
LTFRB_PUJ1468,,Meycauayan - Monumento via McArthur Hi-way,LTFRB_PUJ2558,,Monumento Malanday,jaccard,0.6101694915254238,36,59,36
LTFRB_PUJ1855,,PROJECT 2 and 3 - TAFT REMEDIOS via E RODRIGUEZy,LTFRB_PUJ1994,,CUBAO - REMEDIOS,jaccard,0.6101694915254238,36,49,46
LTFRB_PUJ1468,,Meycauayan - Monumento via McArthur Hi-way,LTFRB_PUJ2557,,Monumento Malanday,jaccard,0.6101694915254238,36,59,36
LTFRB_PUB1061,,Alabang Monumento via EDSA,LTFRB_PUB1097,,"Alabang - Novaliches via EDSA, NLEX",jaccard,0.6099290780141844,86,101,126
LTFRB_PUJ2046,,BLUMENTRITT - PASAY RTDA via STA CRUZ L GUINTO,LTFRB_PUJ2380,,Pasay RTDA Monumento via Taft Ave JA Santos,jaccard,0.6097560975609756,25,36,30
LTFRB_PUJ2101,,ARROCEROS - FAIRVIEW MARKET,LTFRB_PUJ2120,,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,jaccard,0.6097560975609756,75,96,102
LTFRB_PUB1041,,Baclaran SM Fairview via Lagro,LTFRB_PUB1160,,"Grotto - NAIA via EDSA, Ayala, Buendia Extn",jaccard,0.6097560975609756,100,114,150
LTFRB_PUJ1269,,"Divisoria - MCU via Del Mundo, J.A. Santos",LTFRB_PUJ2555,,Monumento Divisoria via A Santos,jaccard,0.6097560975609756,25,37,29
LTFRB_PUJ1429,,"Malanday - Pier South via Rizal Ave., P. Burgos",LTFRB_PUJ2331,,Karuhatan Sta Cruz via Fuentes,jaccard,0.6097560975609756,50,81,51
LTFRB_PUB1003,,Alabang Fairview,LTFRB_PUB1150,,FTI - SM Fairview via Lagro Commonwealth,jaccard,0.6095890410958904,89,129,106
LTFRB_PUB1057,,SM Fairview Ayala Leveriza via EDSA,LTFRB_PUB1103,,Alabang-SM Fairview via Lagro Commonwealth,jaccard,0.6095890410958904,89,105,130
LTFRB_PUJ2120,,ALMAR ZABARTE - WELCOME RTDA via REGALADO QA,LTFRB_PUJ2228,,Lagro Panay welcome,jaccard,0.6095238095238096,64,102,67
LTFRB_PUJ2101,,ARROCEROS - FAIRVIEW MARKET,LTFRB_PUJ2324,,Fairview Wet Market TM Kalaw,jaccard,0.6095238095238096,64,96,73
LTFRB_PUJ2169,,Balintawak Blumentritt via Bonifacio,LTFRB_PUJ2170,,Balintawak Blumentritt via Bonifacio,jaccard,0.609375,39,58,45
LTFRB_PUJ2540,,Malinta Recto via F Huertas,LTFRB_PUJ2541,,Malinta Recto via F Huertas,jaccard,0.609375,39,52,51
LTFRB_PUJ1630,,Calamba (TP) -San Pedro National Road,LTFRB_PUJ2134,,ALABANG - CALAMBA via EXPRESSWAY,jaccard,0.609375,39,39,64
LTFRB_PUJ2159,,Angono-Rosario via Manggahan Floodway,LTFRB_PUJ2490,,Binangonan-Rosario,jaccard,0.609375,39,46,57
LTFRB_PUJ1333,,Monumento - Pier South via Rizal Ave.,LTFRB_PUJ1460,,"MCU - Pasay Rotonda via Rizal Ave., Mabini",jaccard,0.609375,39,46,57
LTFRB_PUJ2160,,Angono-Rosario via Manggahan Floodway,LTFRB_PUJ2490,,Binangonan-Rosario,jaccard,0.609375,39,46,57
LTFRB_PUJ1141,,Balintawak - Novaliches via Quirino Hi-way,LTFRB_PUJ1789,,NOVALICHES - RIZAL AVE. via BANAL,jaccard,0.609375,39,42,61
LTFRB_PUJ1759,,CUBAO-TM KALAW,LTFRB_PUJ1989,,CUBAO - V CRUZ,jaccard,0.609375,39,45,58
LTFRB_PUJ1988,,CUBAO - V CRUZ,LTFRB_PUJ1995,,CUBAO - REMEDIOS,jaccard,0.609375,39,53,50
LTFRB_PUJ1631,,Calamba (TP) -San Pedro National Road,LTFRB_PUJ2134,,ALABANG - CALAMBA via EXPRESSWAY,jaccard,0.609375,39,39,64
LTFRB_PUB1150,,FTI - SM Fairview via Lagro Commonwealth,LTFRB_PUB1151,,"FTI - Tungko, SJDM via Lagro, C'wealth Ave EDSA",jaccard,0.609271523178808,92,106,137
LTFRB_PUB1079,,Malanday MIA via Pasay Rtda MOA Coastal Road,LTFRB_PUB1165,,"Malanday Term - NAIA viaEDSA, Buendia, Ayala",jaccard,0.609271523178808,92,123,120
LTFRB_PUJ1054,,Anonas/Aurora - Lagro via Don Mariano Marcos Ave.,LTFRB_PUJ1394,,Lagro - Panay Ave. via Quezon Ave.,jaccard,0.6091954022988506,53,70,70
LTFRB_PUJ1397,,Lagro - Welcome Rotonda via Quezon Ave.,LTFRB_PUJ2232,,Lagro SM North,jaccard,0.6091954022988506,53,86,54
LTFRB_PUJ1348,,rancisco Homes - Novaliches (TP) via Quirino Hi-way,LTFRB_PUJ1495,,Novaliches TP - Gumaoc - Palmera Subd. (SJDM),jaccard,0.6091954022988506,53,71,69
LTFRB_PUB1034,,Baclaran Monumento via EDSA,LTFRB_PUB1062,,Alabang Monumento via EDSA,jaccard,0.6090909090909091,67,87,90
LTFRB_PUJ1859,,PROJ 4 (YALE) - STOP N SHOP,LTFRB_PUJ2271,,YALE CM RECTO,jaccard,0.6086956521739131,14,17,20
LTFRB_PUB1133,,"Baclaran - SM Fairview via Lagro, Ayala",LTFRB_PUB1150,,FTI - SM Fairview via Lagro Commonwealth,jaccard,0.6086956521739131,84,116,106
LTFRB_PUJ2316,,Dapitan Libertad via L Guinto,LTFRB_PUJ2525,,Libertad-PCampa,jaccard,0.6086956521739131,14,14,23
LTFRB_PUJ1086,,Baclaran - P. Campa via L. Guinto,LTFRB_PUJ1175,,"Blumentritt - Pasay RTDA. via Quiapo, L. Guinto",jaccard,0.6086956521739131,28,35,39
LTFRB_PUB1069,,Ayala Grotto via EDSA,LTFRB_PUB1174,,Norzgry / Spalay-NAIA / Baclrn Via Comm Fairv Ed,jaccard,0.6086956521739131,126,130,203
LTFRB_PUJ2570,,Munoz Market V Cruz Mabini via San Joaquin,LTFRB_PUJ2572,,Munoz-Remedios via Sta Cruz,jaccard,0.6086956521739131,42,62,49
